ID,Name,Category,Cooldown,Description
114,Mage's Ballad,Spell,800,"Deals unaspected damage with a potency of 100.<br><Color(52258)>Additional Effect:</Color> Increases critical hit rate of all party members within a radius of 20 yalms by 2%.<br><Color(52258)>Duration:</Color> 30s<br>Effect is lost if party members move out of hearing distance.<br><Color(52258)>Additional Effect:</Color> Activates <Color(-154)>Repertoire</Color>, resetting <Color(-34022)>Bloodletter</Color> and <Color(-34022)>Rain of Death</Color> recast time if critical damage over time is dealt by <If(GreaterThanOrEqualTo(PlayerParameter(72),64))><If(Equal(PlayerParameter(68),23))><Color(-154)>Caustic Bite</Color> or <Color(-154)>Stormbite</Color><Else/><Color(-154)>Venomous Bite</Color> or <Color(-154)>Windbite</Color></If><Else/><Color(-154)>Venomous Bite</Color> or <Color(-154)>Windbite</Color></If>"
115,Foe Requiem,Spell,25,"Increases damage taken by nearby enemies by 3%. MP is drained while singing. Effect is lost if targets move out of hearing distance, and ends upon reuse."
116,Army's Paeon,Spell,800,"Deals unaspected damage with a potency of 100.<br><Color(52258)>Additional Effect:</Color> Increases critical hit rate of all party members within a radius of 20 yalms by 2%.<br><Color(52258)>Duration:</Color> 30s<br>Effect is lost if party members move out of hearing distance.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Repertoire</Color> if critical damage over time is dealt by <If(GreaterThanOrEqualTo(PlayerParameter(72),64))><If(Equal(PlayerParameter(68),23))><Color(-154)>Caustic Bite</Color> or <Color(-154)>Stormbite</Color><Else/><Color(-154)>Venomous Bite</Color> or <Color(-154)>Windbite</Color></If><Else/><Color(-154)>Venomous Bite</Color> or <Color(-154)>Windbite</Color></If><br><Color(52258)>Repertoire Effect:</Color> Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay by 4%<br>Can be stacked up to 4 times."
117,Rain of Death,Ability,150,Delivers an attack with a potency of 100 to target and all enemies nearby it.<br>Shares a recast timer with <Color(-34022)>Bloodletter</Color>.
118,Battle Voice,Ability,1800,"Increases direct hit rate of all party members under the effect of your <Color(-154)>Mage's Ballad</Color>, <Color(-154)>Army's Paeon</Color>, or <Color(-154)>Wanderer's Minuet</Color> by 15%.<br><Color(52258)>Duration:</Color> 20s"
119,Stone,Spell,25,Deals earth damage with a potency of 140.
120,Cure,Spell,25,"Restores target's HP.<br><Color(52258)>Cure Potency:</Color> 450<If(GreaterThanOrEqualTo(PlayerParameter(72),32))><If(Equal(PlayerParameter(68),6))><br><Color(52258)>Additional Effect:</Color> 15% chance next <Color(-34022)>Cure II</Color> will cost no MP<br><Color(52258)>Duration:</Color> 15s<Else/><If(Equal(PlayerParameter(68),24))><br><Color(52258)>Additional Effect:</Color> 15% chance next <Color(-34022)>Cure II</Color> will cost no MP<br><Color(52258)>Duration:</Color> 15s<Else/></If></If><Else/></If><If(GreaterThanOrEqualTo(PlayerParameter(72),52))><If(Equal(PlayerParameter(68),24))><br><Color(52258)>Additional Effect:</Color> 50% chance restoring HP of self or a party member while in combat will add a <Color(-154)>Lily</Color> to your <Color(-34022)>Healing Gauge</Color><Else/></If><Else/></If>"
121,Aero,Spell,25,Deals wind damage with a potency of 50.<br><Color(52258)>Additional Effect:</Color> Wind damage over time<br><Color(52258)>Potency:</Color> 30<br><Color(52258)>Duration:</Color> 18s
122,Cleric Stance,Ability,50,"Swaps current INT and MND attribute ratings, while increasing attack magic potency by 10% and healing magic potency by 20%. Effect ends upon reuse. Cannot be used in PvP areas."
123,Protect,Spell,25,Increases the physical and magic defense of target and all party members nearby target.<br><Color(52258)>Duration:</Color> 30m
124,Medica,Spell,25,Restores own HP and the HP of all nearby party members.<br><Color(52258)>Cure Potency:</Color> 300
125,Raise,Spell,25,Resurrects target to a weakened state.
126,Esuna,Spell,25,Removes a single detrimental effect from target.<br><Color(52258)>Additional Effect:</Color> 20% chance spell will cost no MP
127,Stone II,Spell,25,Deals earth damage with a potency of 200.
128,Repose,Spell,25,Inflicts target with <Color(-154)>Sleep</Color>.<br><Color(52258)>Duration:</Color> 30s<br>Cancels auto-attack upon execution.
129,Stoneskin,Spell,25,Creates a barrier around target that absorbs damage totaling 10% of target's maximum HP.<br><Color(52258)>Duration:</Color> 30m
130,Shroud of Saints,Ability,1200,"Reduces enmity by half.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Refresh</Color><br><Color(52258)>Refresh Potency:</Color> <If(GreaterThanOrEqualTo(PlayerParameter(72),48))><If(Equal(PlayerParameter(68),6))>80<Else/><If(Equal(PlayerParameter(68),24))>80<Else/>60</If></If><Else/>60</If><br><Color(52258)>Duration:</Color> 15s"
131,Cure III,Spell,25,Restores HP of target and all party members nearby target.<br><Color(52258)>Cure Potency:</Color> 550
132,Aero II,Spell,25,Deals wind damage with a potency of 50.<br><Color(52258)>Additional Effect:</Color> Wind damage over time<br><Color(52258)>Potency:</Color> 50<br><Color(52258)>Duration:</Color> 18s
133,Medica II,Spell,25,Restores own HP and the HP of all nearby party members.<br><Color(52258)>Cure Potency:</Color> 200<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Regen</Color><br><Color(52258)>Cure Potency:</Color> 50<br><Color(52258)>Duration:</Color> 30s
134,Fluid Aura,Ability,300,Deals a 15-yalm knockback.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Bind</Color><br><Color(52258)>Duration:</Color> 6s
135,Cure II,Spell,25,"Restores target's HP.<br><Color(52258)>Cure Potency:</Color> 700<If(GreaterThanOrEqualTo(PlayerParameter(72),52))><If(Equal(PlayerParameter(68),24))><br><Color(52258)>Additional Effect:</Color> 100% chance restoring HP of self or a party member while in combat will add a <Color(-154)>Lily</Color> to your <Color(-34022)>Healing Gauge</Color><Else/></If><Else/></If>"
136,Presence of Mind,Ability,1500,"Reduces spell cast time and recast time, and auto-attack delay by 20%.<br><Color(52258)>Duration:</Color> 15s"
137,Regen,Spell,25,Grants healing over time effect to target.<br><Color(52258)>Cure Potency:</Color> 150<br><Color(52258)>Duration:</Color> 21s
138,Divine Seal,Ability,600,Increases healing magic potency by 30%.<br><Color(52258)>Duration:</Color> 15s
139,Holy,Spell,25,"Deals unaspected damage to all nearby enemies with a potency of 200 for the first enemy, 10% less for the second, 20% less for the third, 30% less for the fourth, 40% less for the fifth, and 50% less for all remaining enemies.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 4s"
140,Benediction,Ability,1800,Restores all of a target's HP.
141,Fire,Spell,25,"Deals fire damage with a potency of 180.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Astral Fire</Color> or removes <Color(-154)>Umbral Ice</Color><br><Color(52258)>Duration:</Color> 13s<If(GreaterThanOrEqualTo(PlayerParameter(72),44))><If(Equal(PlayerParameter(68),7))><br><Color(52258)>Additional Effect:</Color> 40% chance next <Color(-34022)>Fire III</Color> will cost no MP and have no casting time<br><Color(52258)>Duration:</Color> 12s<Else/><If(Equal(PlayerParameter(68),25))><br><Color(52258)>Additional Effect:</Color> 40% chance next <Color(-34022)>Fire III</Color> will cost no MP and have no casting time<br><Color(52258)>Duration:</Color> 12s<Else/></If></If><Else/></If>"
142,Blizzard,Spell,25,Deals ice damage with a potency of 180.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Umbral Ice</Color> or removes <Color(-154)>Astral Fire</Color><br><Color(52258)>Duration:</Color> 13s
143,Surecast,Ability,300,"Next spell is cast without interruption.<br><Color(52258)>Duration:</Color> 10s<If(GreaterThanOrEqualTo(PlayerParameter(72),16))><If(Equal(PlayerParameter(68),7))><br><Color(52258)>Additional Effect:</Color> 15% chance <Color(-34022)>Surecast</Color> will have no recast time<Else/><If(Equal(PlayerParameter(68),25))><br><Color(52258)>Additional Effect:</Color> 15% chance <Color(-34022)>Surecast</Color> will have no recast time<Else/></If></If><Else/></If>"
144,Thunder,Spell,25,"Deals lightning damage with a potency of 30.<br><Color(52258)>Additional Effect:</Color> Lightning damage over time<br><Color(52258)>Potency:</Color> 40<br><Color(52258)>Duration:</Color> 18s<If(GreaterThanOrEqualTo(PlayerParameter(72),28))><If(Equal(PlayerParameter(68),7))><br><Color(52258)>Additional Effect:</Color> 10% chance after each tick that the next <Color(-34022)>Thunder</Color> spell of any grade will add its full damage over time amount to its initial damage, have no cast time, and cost no MP<br><Color(52258)>Duration:</Color> 12s<br><Else/><If(Equal(PlayerParameter(68),25))><br><Color(52258)>Additional Effect:</Color> 10% chance after each tick that the next <Color(-34022)>Thunder</Color> spell of any grade will add its full damage over time amount to its initial damage, have no cast time, and cost no MP<br><Color(52258)>Duration:</Color> 12s<br><Else/><br></If></If><Else/><br></If>Only one <Color(-34022)>Thunder</Color> spell-induced damage over time effect per caster can be inflicted upon a single target."
145,Sleep,Spell,25,Puts target to sleep.<br><Color(52258)>Duration:</Color> 30s<br>Cancels auto-attack upon execution.
146,Blizzard II,Spell,25,Deals ice damage with a potency of 50 to all nearby enemies.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Bind</Color><br><Color(52258)>Duration:</Color> 8s<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Umbral Ice</Color> or removes <Color(-154)>Astral Fire</Color><br><Color(52258)>Duration:</Color> 13s
147,Fire II,Spell,25,Deals fire damage with a potency of 80 to target and all enemies nearby it.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Astral Fire</Color> or removes <Color(-154)>Umbral Ice</Color><br><Color(52258)>Duration:</Color> 13s
148,Thunder II,Spell,25,"Deals lightning damage with a potency of 50.<br><Color(52258)>Additional Effect:</Color> Lightning damage over time<br><Color(52258)>Potency:</Color> 40<br><Color(52258)>Duration:</Color> 21s<If(GreaterThanOrEqualTo(PlayerParameter(72),28))><If(Equal(PlayerParameter(68),7))><br><Color(52258)>Additional Effect:</Color> 10% chance after each tick that the next <Color(-34022)>Thunder</Color>, <Color(-34022)>Thunder II</Color>, or <Color(-34022)>Thunder III</Color> will add its full damage over time amount to its initial damage, have no cast time, and cost no MP<br><Color(52258)>Duration:</Color> 12s<Else/><If(Equal(PlayerParameter(68),25))><br><Color(52258)>Additional Effect:</Color> 10% chance after each tick that the next <Color(-34022)>Thunder</Color>, <Color(-34022)>Thunder II</Color>, or <Color(-34022)>Thunder III</Color> will add its full damage over time amount to its initial damage, have no cast time, and cost no MP<br><Color(52258)>Duration:</Color> 12s<Else/></If></If><Else/></If>"
149,Transpose,Ability,120,"Swaps <Color(-154)>Astral Fire</Color> with a single <Color(-154)>Umbral Ice</Color>, or <Color(-154)>Umbral Ice</Color> with a single <Color(-154)>Astral Fire</Color>."
150,Swiftcast,Ability,600,Next spell is cast immediately.<br><Color(52258)>Duration:</Color> 10s<br>Potency of attack magic cast under the effect of <Color(-154)>Swiftcast</Color> is halved in PvP.
151,Lethargy,Ability,300,Inflicts target with <Color(-154)>Slow</Color> and <Color(-154)>Heavy</Color> +20%.<br><Color(52258)>Duration:</Color> 12s (PvP 6s)
152,Fire III,Spell,25,Deals fire damage with a potency of 240.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Astral Fire III</Color> and removes <Color(-154)>Umbral Ice</Color><br><Color(52258)>Duration:</Color> 13s
153,Thunder III,Spell,25,"Deals lightning damage with a potency of 70.<br><Color(52258)>Additional Effect:</Color> Lightning damage over time<br><Color(52258)>Potency:</Color> 40<br><Color(52258)>Duration:</Color> 24s<If(GreaterThanOrEqualTo(PlayerParameter(72),28))><If(Equal(PlayerParameter(68),7))><br><Color(52258)>Additional Effect:</Color> 10% chance after each tick that the next <Color(-34022)>Thunder</Color> spell of any grade will add its full damage over time amount to its initial damage, have no cast time, and cost no MP<br><Color(52258)>Duration:</Color> 12s<br><Else/><If(Equal(PlayerParameter(68),25))><br><Color(52258)>Additional Effect:</Color> 10% chance after each tick that the next <Color(-34022)>Thunder</Color> spell of any grade will add its full damage over time amount to its initial damage, have no cast time, and cost no MP<br><Color(52258)>Duration:</Color> 12s<br><Else/><br></If></If><Else/><br></If>Only one <Color(-34022)>Thunder</Color> spell-induced damage over time effect per caster can be inflicted upon a single target."
154,Blizzard III,Spell,25,Deals ice damage with a potency of 240.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Umbral Ice III</Color> and removes <Color(-154)>Astral Fire</Color><br><Color(52258)>Duration:</Color> 13s
155,Aetherial Manipulation,Ability,300,Rush to a target party member's side.<br>Unable to cast if bound.
156,Scathe,Spell,25,Deals unaspected damage with a potency of 100.<br><Color(52258)>Additional Effect:</Color> 20% chance potency will double
157,Manaward,Ability,1200,Creates a barrier that nullifies damage totaling up to 30% of maximum HP.<br><Color(52258)>Duration:</Color> 20s
158,Convert,Ability,1800,Sacrifices 20% of maximum HP to restore 30% of MP. Cannot be executed when current HP is lower than 20%.
159,Freeze,Spell,25,"Covers a designated area in ice, dealing ice damage with a potency of 100.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Bind</Color><br><Color(52258)>Duration:</Color> 15s<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Umbral Ice</Color> or removes <Color(-154)>Astral Fire</Color><br><Color(52258)>Duration:</Color> 13s"
160,Apocatastasis,Ability,1800,Reduces a party member's magic vulnerability by 20%.<br><Color(52258)>Duration:</Color> 12s<br>Cannot be reused on an individual for 60 seconds from when the effect wears off. Cannot be cast on self.
161,Manawall,Ability,1200,Creates a barrier that nullifies physical damage up to 20% of maximum HP.<br><Color(52258)>Duration:</Color> 20s
162,Flare,Spell,25,"Deals fire damage to a target and all enemies nearby it with a potency of 260 for the first enemy, 15% less for the second, 30% less for the third, 45% less for the fouth, 60% less for the fifth, and 70% less for all remaining enemies.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Astral Fire III</Color> and removes <Color(-154)>Umbral Ice</Color><br><Color(52258)>Duration:</Color> 13s"
163,Ruin,Spell,25,Deals unaspected damage with a potency of 100.
164,Bio,Spell,25,Deals unaspected damage over time.<br><Color(52258)>Potency:</Color> 40<br><Color(52258)>Duration:</Color> 18s
165,Summon,Spell,25,"Summons a <If(Equal(PlayerParameter(68),28))>healer-type<Else/>caster-type</If> pet to fight at your side."
166,Aetherflow,Ability,600,"Restores 10% of maximum MP.<If(GreaterThanOrEqualTo(PlayerParameter(68),26))><If(GreaterThanOrEqualTo(PlayerParameter(72),40))><br><Color(52258)>Additional Effect:</Color> <Color(-154)>Aetherflow III</Color><br><Color(52258)>Duration:</Color> Infinite<Else/><If(GreaterThanOrEqualTo(PlayerParameter(72),20))><br><Color(52258)>Additional Effect:</Color> <Color(-154)>Aetherflow II</Color><br><Color(52258)>Duration:</Color> Infinite<Else/><If(GreaterThanOrEqualTo(PlayerParameter(72),6))><br><Color(52258)>Additional Effect:</Color> <Color(-154)>Aetherflow</Color><br><Color(52258)>Duration:</Color> Infinite<Else/></If></If></If><Else/></If><If(GreaterThanOrEqualTo(PlayerParameter(72),58))><If(Equal(PlayerParameter(68),27))><br><Color(-154)>Aetherflow</Color> not granted to gauge slots affected by <Color(-154)>Aethertrail Attunement</Color>. Cannot use while under the effect of <Color(-154)>Dreadwyrm Trance</Color>.<Else/></If><Else/></If>"
167,Energy Drain,Ability,30,"Deals unaspected damage with a potency of 150.<br><Color(52258)>Additional Effect:</Color> Absorbs a portion of damage dealt as HP and restores MP<br><If(GreaterThanOrEqualTo(PlayerParameter(72),58))><If(Equal(PlayerParameter(68),27))><Color(52258)>Additional Effect:</Color> <Color(-154)>Aethertrail Attunement</Color><br><Else/></If><Else/></If><If(GreaterThanOrEqualTo(PlayerParameter(72),70))><If(Equal(PlayerParameter(68),28))><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Faerie Gauge</Color> by 10<br><Else/></If><Else/></If><Color(52258)>Aetherflow Gauge Cost:</Color> 1"
